2.70	 1.97	 2.95	 7.09	 80.18	 136.99	 2.50	 98.17	 137.19	 7.64	 -13.89	 6.59	 15.37	 0.00003	 -0.92	 
2.71	 1.98	 2.95	 7.15	 79.97	 137.57	 3.50	 98.17	 137.78	 7.64	 -13.03	 -8.09	 15.33	 0.00006	 -0.92	 
2.72	 1.98	 2.96	 7.21	 79.75	 138.15	 4.50	 98.17	 138.36	 7.64	 -0.25	 -15.29	 15.29	 0.00009	 -0.92	 
2.72	 1.99	 2.96	 7.27	 79.58	 138.72	 5.50	 98.17	 138.94	 7.64	 12.68	 -8.46	 15.25	 0.00012	 -0.92	 
2.73	 2.00	 2.97	 7.33	 79.46	 139.29	 0.21	 98.17	 139.51	 7.64	 13.94	 6.07	 15.20	 0.00016	 -0.93	 
2.74	 2.00	 2.97	 7.39	 79.42	 139.86	 1.21	 98.17	 140.09	 7.65	 2.44	 14.96	 15.16	 0.00019	 -0.93	 
2.74	 2.01	 2.98	 7.45	 79.43	 140.43	 2.21	 98.17	 140.66	 7.65	 -11.23	 10.11	 15.12	 0.00012	 -0.93	 
2.75	 2.01	 2.98	 7.51	 79.52	 140.99	 3.21	 98.17	 141.23	 7.65	 -14.54	 -3.97	 15.07	 0.00003	 -0.93	 
2.76	 2.02	 2.98	 7.57	 79.65	 141.55	 4.21	 98.17	 141.80	 7.65	 -4.51	 -14.33	 15.03	 0.00021	 -0.93	 
2.77	 2.02	 2.99	 7.64	 79.84	 142.12	 5.21	 98.17	 142.37	 7.65	 9.59	 -11.51	 14.98	 0.00012	 -0.93	 
2.77	 2.03	 2.99	 7.70	 80.09	 142.68	 6.20	 98.17	 142.94	 7.66	 14.82	 1.84	 14.93	 0.00004	 -0.94	 
2.78	 2.04	 3.00	 7.76	 80.39	 143.24	 0.92	 98.17	 143.50	 7.66	 6.45	 13.42	 14.88	 0.00022	 -0.94	 
2.79	 2.04	 3.00	 7.82	 80.73	 143.80	 1.92	 98.17	 144.06	 7.66	 -7.78	 12.63	 14.84	 0.00013	 -0.94	 
2.79	 2.05	 3.00	 7.88	 81.10	 144.36	 2.92	 98.17	 144.62	 7.66	 -14.78	 0.28	 14.79	 0.00004	 -0.94	 
2.80	 2.05	 3.01	 7.94	 81.46	 144.92	 3.91	 98.17	 145.18	 7.66	 -8.20	 -12.25	 14.74	 0.00022	 -0.94	 
2.81	 2.06	 3.01	 8.00	 81.80	 145.48	 4.91	 98.17	 145.74	 7.66	 5.86	 -13.47	 14.69	 0.00013	 -0.94	 
2.81	 2.06	 3.02	 8.06	 82.12	 146.04	 5.91	 98.17	 146.30	 7.67	 14.45	 -2.35	 14.64	 0.00004	 -0.94	 
2.82	 2.07	 3.02	 8.12	 82.41	 146.60	 0.63	 98.17	 146.85	 7.67	 9.75	 10.86	 14.59	 0.00020	 -0.95	 
2.83	 2.07	 3.02	 8.19	 82.67	 147.16	 1.62	 98.17	 147.41	 7.67	 -3.85	 14.03	 14.55	 0.00012	 -0.95	 
2.83	 2.08	 3.03	 8.25	 82.87	 147.72	 2.62	 98.17	 147.96	 7.67	 -13.84	 4.33	 14.50	 0.00003	 -0.95	 
2.84	 2.09	 3.03	 8.31	 83.02	 148.28	 3.62	 98.17	 148.51	 7.67	 -11.09	 -9.27	 14.46	 0.00018	 -0.95	 
2.85	 2.09	 3.03	 8.37	 83.09	 148.84	 4.62	 98.17	 149.05	 7.67	 1.80	 -14.30	 14.41	 0.00010	 -0.95	 
2.85	 2.10	 3.04	 8.44	 83.10	 149.40	 5.62	 98.17	 149.60	 7.68	 12.97	 -6.20	 14.37	 0.00003	 -0.95	 
2.86	 2.10	 3.04	 8.50	 83.06	 149.95	 0.33	 98.17	 150.15	 7.68	 12.19	 7.53	 14.33	 0.00016	 -0.95	 
2.87	 2.11	 3.05	 8.56	 82.97	 150.50	 1.33	 98.17	 150.69	 7.68	 0.26	 14.29	 14.29	 0.00020	 -0.95	 
2.87	 2.11	 3.05	 8.63	 82.85	 151.05	 2.33	 98.17	 151.23	 7.68	 -11.85	 7.92	 14.25	 0.00005	 -0.95	 
2.88	 2.12	 3.06	 8.69	 82.69	 151.60	 3.33	 98.17	 151.77	 7.68	 -13.04	 -5.66	 14.21	 0.00009	 -0.95	 
2.89	 2.12	 3.06	 8.75	 82.50	 152.14	 4.33	 98.17	 152.31	 7.68	 -2.29	 -13.99	 14.18	 0.00013	 -0.95	 
2.89	 2.13	 3.06	 8.81	 82.29	 152.68	 5.33	 98.17	 152.85	 7.68	 10.50	 -9.47	 14.14	 0.00018	 -0.95	 
2.90	 2.13	 3.07	 8.87	 82.09	 153.22	 0.04	 98.17	 153.39	 7.68	 13.61	 3.70	 14.11	 0.00004	 -0.96	 
2.91	 2.14	 3.07	 8.94	 81.90	 153.75	 1.04	 98.17	 153.92	 7.68	 4.24	 13.42	 14.07	 0.00009	 -0.96	 
2.91	 2.14	 3.08	 9.00	 81.73	 154.28	 2.04	 98.17	 154.45	 7.69	 -8.97	 10.80	 14.04	 0.00013	 -0.96	 
2.92	 2.15	 3.08	 9.06	 81.58	 154.81	 3.04	 98.17	 154.99	 7.69	 -13.90	 -1.70	 14.00	 0.00018	 -0.96	 
2.93	 2.16	 3.08	 9.12	 81.47	 155.34	 4.04	 98.17	 155.52	 7.69	 -6.07	 -12.58	 13.97	 0.00005	 -0.96	 
2.93	 2.16	 3.09	 9.18	 81.41	 155.86	 5.04	 98.17	 156.05	 7.69	 7.28	 -11.88	 13.93	 0.00010	 -0.96	 
2.94	 2.17	 3.09	 9.24	 81.41	 156.38	 6.04	 98.17	 156.57	 7.69	 13.89	 -0.30	 13.90	 0.00015	 -0.96	 
2.95	 2.17	 3.10	 9.31	 81.47	 156.90	 0.75	 98.17	 157.10	 7.69	 7.74	 11.50	 13.86	 0.00020	 -0.97	 
2.95	 2.18	 3.10	 9.37	 81.58	 157.42	 1.75	 98.17	 157.63	 7.69	 -5.47	 12.69	 13.82	 0.00005	 -0.97	 
